event_id,observation_timestamp,expiry_date,option_parent,asset,instrument_id,symbol,raw_symbol,option_type,strike,futures_mid,moneyness_distance,underlying_id,underlying_symbol,security_type,instrument_class,status
2022-02-16_2022-02-18,2022-02-16T00:00:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1361750000000002,0.0013249999999997986,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:00:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1361750000000002,0.0013249999999997986,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1361750000000002,0.0011750000000001481,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1361750000000002,0.0011750000000001481,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1363750000000001,0.0011249999999998206,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1363750000000001,0.0011249999999998206,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1363750000000001,0.0013750000000001261,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1363750000000001,0.0013750000000001261,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.13625,0.0012499999999999734,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.13625,0.0012499999999999734,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.13625,0.0012499999999999734,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.13625,0.0012499999999999734,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:45:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1362,0.0012999999999998568,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:45:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1362,0.0012999999999998568,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1362,0.0012000000000000899,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T00:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1362,0.0012000000000000899,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:00:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1363500000000002,0.0011499999999997623,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:00:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1363500000000002,0.0011499999999997623,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1363500000000002,0.0013500000000001844,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1363500000000002,0.0013500000000001844,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.136125,0.001374999999999904,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.136125,0.001374999999999904,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.136125,0.0011250000000000426,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.136125,0.0011250000000000426,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.135975,0.0015249999999999986,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.135975,0.0015249999999999986,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135975,0.0009749999999999481,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135975,0.0009749999999999481,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:45:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1357499999999998,0.0017500000000001403,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:45:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1357499999999998,0.0017500000000001403,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1357499999999998,0.0007499999999998064,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T01:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1357499999999998,0.0007499999999998064,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:00:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.135825,0.001674999999999871,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:00:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.135825,0.001674999999999871,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135825,0.0008250000000000757,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135825,0.0008250000000000757,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.135675,0.0018249999999999655,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.135675,0.0018249999999999655,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135675,0.0006749999999999812,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135675,0.0006749999999999812,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.135525,0.00197500000000006,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.135525,0.00197500000000006,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135525,0.0005249999999998867,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135525,0.0005249999999998867,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135275,0.0002750000000000252,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T02:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135275,0.0002750000000000252,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135375,0.0003750000000000142,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135375,0.0003750000000000142,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1353,0.00029999999999996696,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1353,0.00029999999999996696,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.13525,0.0002500000000000835,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.13525,0.0002500000000000835,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135275,0.0002750000000000252,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T03:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135275,0.0002750000000000252,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1352250000000002,0.00022500000000014175,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1352250000000002,0.00022500000000014175,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135375,0.0003750000000000142,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135375,0.0003750000000000142,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135325,0.0003249999999999087,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135325,0.0003249999999999087,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135475,0.0004750000000000032,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T04:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135475,0.0004750000000000032,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1354250000000001,0.0004250000000001197,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1354250000000001,0.0004250000000001197,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1356000000000002,0.0018999999999997907,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1356000000000002,0.0018999999999997907,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1356000000000002,0.000600000000000156,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1356000000000002,0.000600000000000156,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.135825,0.001674999999999871,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.135825,0.001674999999999871,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.135825,0.0008250000000000757,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.135825,0.0008250000000000757,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:45:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.136025,0.001474999999999893,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:45:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.136025,0.001474999999999893,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.136025,0.0010250000000000536,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T05:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.136025,0.0010250000000000536,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:00:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1360000000000001,0.0014999999999998348,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:00:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1360000000000001,0.0014999999999998348,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1360000000000001,0.001000000000000112,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1360000000000001,0.001000000000000112,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1361750000000002,0.0013249999999997986,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1361750000000002,0.0013249999999997986,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:15:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1361750000000002,0.0011750000000001481,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:15:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1361750000000002,0.0011750000000001481,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1365750000000001,0.0009249999999998426,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1365750000000001,0.0009249999999998426,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:30:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.1365750000000001,0.001575000000000104,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:30:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.1365750000000001,0.001575000000000104,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:45:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.136475,0.0010250000000000536,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:45:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.136475,0.0010250000000000536,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:45:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.136475,0.001474999999999893,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T06:45:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.136475,0.001474999999999893,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:00:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.136975,0.0005249999999998867,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:00:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.136975,0.0005249999999998867,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:00:00+00:00,2022-02-18,3EU.OPT,3EU,383140,3EUG2 C1135,3EUG2 C1135,C,1.135,1.136975,0.00197500000000006,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:00:00+00:00,2022-02-18,3EU.OPT,3EU,312802,3EUG2 P1135,3EUG2 P1135,P,1.135,1.136975,0.00197500000000006,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.13735,0.00014999999999987246,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.13735,0.00014999999999987246,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1372,0.00029999999999996696,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1372,0.00029999999999996696,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:45:00+00:00,2022-02-18,3EU.OPT,3EU,588649,3EUG2 P1140,3EUG2 P1140,P,1.14,1.1380249999999998,0.00197500000000006,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:45:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1380249999999998,0.0005249999999998867,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:45:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1380249999999998,0.0005249999999998867,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T07:45:00+00:00,2022-02-18,3EU.OPT,3EU,500307,3EUG2 C1140,3EUG2 C1140,C,1.14,1.1380249999999998,0.00197500000000006,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:00:00+00:00,2022-02-18,3EU.OPT,3EU,588649,3EUG2 P1140,3EUG2 P1140,P,1.14,1.13815,0.0018499999999999073,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:00:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.13815,0.0006500000000000394,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:00:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.13815,0.0006500000000000394,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:00:00+00:00,2022-02-18,3EU.OPT,3EU,500307,3EUG2 C1140,3EUG2 C1140,C,1.14,1.13815,0.0018499999999999073,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:15:00+00:00,2022-02-18,3EU.OPT,3EU,588649,3EUG2 P1140,3EUG2 P1140,P,1.14,1.1384500000000002,0.0015499999999997183,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:15:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1384500000000002,0.0009500000000002284,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:15:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1384500000000002,0.0009500000000002284,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:15:00+00:00,2022-02-18,3EU.OPT,3EU,500307,3EUG2 C1140,3EUG2 C1140,C,1.14,1.1384500000000002,0.0015499999999997183,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:30:00+00:00,2022-02-18,3EU.OPT,3EU,588649,3EUG2 P1140,3EUG2 P1140,P,1.14,1.1389,0.0010999999999998789,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:30:00+00:00,2022-02-18,3EU.OPT,3EU,661605,3EUG2 P1137,3EUG2 P1137,P,1.1375,1.1389,0.0014000000000000679,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:30:00+00:00,2022-02-18,3EU.OPT,3EU,53979,3EUG2 C1137,3EUG2 C1137,C,1.1375,1.1389,0.0014000000000000679,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:30:00+00:00,2022-02-18,3EU.OPT,3EU,500307,3EUG2 C1140,3EUG2 C1140,C,1.14,1.1389,0.0010999999999998789,28727,6EH2,OOF,C,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:45:00+00:00,2022-02-18,3EU.OPT,3EU,588649,3EUG2 P1140,3EUG2 P1140,P,1.14,1.139575,0.0004249999999998977,28727,6EH2,OOF,P,QUALIFIED
2022-02-16_2022-02-18,2022-02-16T08:45:00+00:00,2022-02-18,3EU.OPT,3EU,500307,3EUG2 C1140,3EUG2 C1140,C,1.14,1.139575,0.0004249999999998977,28727,6EH2,OOF,C,QUALIFIED
